ID	Function	Clan	Gene	Count
PF00479	Glucose-6-phosphate dehydrogenase, NAD binding domain	CL0063	G6PD_N	4
PF00480	ROK family	CL0108	ROK	2
PF00483	Nucleotidyl transferase	CL0110	NTP_transferase	9
PF00486	Transcriptional regulatory protein, C terminal	CL0123	Trans_reg_C	32
PF00488	MutS domain V	CL0023	MutS_V	50
PF00490	Delta-aminolevulinic acid dehydratase	CL0036	ALAD	8
PF00494	Squalene/phytoene synthase	CL0613	SQS_PSY	1
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	CL0177	SBP_bac_5	19
PF00521	DNA gyrase/topoisomerase IV, subunit A		DNA_topoisoIV	177
PF00535	Glycosyl transferase family 2	CL0110	Glycos_transf_2	4
PF00542	Ribosomal protein L7/L12 C-terminal domain		Ribosomal_L12	13
PF00547	Urease, gamma subunit		Urease_gamma	4
PF00551	Formyl transferase		Formyl_trans_N	17
PF00557	Metallopeptidase family M24		Peptidase_M24	5
PF00562	RNA polymerase Rpb2, domain 6	CL0410	RNA_pol_Rpb2_6	62
PF00570	HRDC domain	CL0426	HRDC	4
PF00572	Ribosomal protein L13		Ribosomal_L13	15
PF00573	Ribosomal protein L4/L1 family		Ribosomal_L4	10
PF00574	Clp protease	CL0127	CLP_protease	53
PF00578	AhpC/TSA family	CL0172	AhpC-TSA	1
PF00580	UvrD/REP helicase N-terminal domain	CL0023	UvrD-helicase	45
PF00584	SecE/Sec61-gamma subunits of protein translocation complex		SecE	12
PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	CL0040	tRNA-synt_2b	1
PF00589	Phage integrase family	CL0382	Phage_integrase	25
PF00596	Class II Aldolase and Adducin N-terminal domain		Aldolase_II	1
PF00623	RNA polymerase Rpb1, domain 2		RNA_pol_Rpb1_2	16
PF00625	Guanylate kinase	CL0023	Guanylate_kin	3
PF00636	Ribonuclease III domain	CL0539	Ribonuclease_3	1
PF00654	Voltage gated chloride channel		Voltage_CLC	7
PF00670	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	CL0063	AdoHcyase_NAD	13
PF00672	HAMP domain	CL0681	HAMP	1
PF00673	ribosomal L5P family C-terminus		Ribosomal_L5_C	33
PF00676	Dehydrogenase E1 component	CL0254	E1_dh	16
PF00687	Ribosomal protein L1p/L10e family		Ribosomal_L1	24
PF00689	Cation transporting ATPase, C-terminus		Cation_ATPase_C	10
PF00690	Cation transporter/ATPase, N-terminus		Cation_ATPase_N	7
PF00694	Aconitase C-terminal domain	CL0364	Aconitase_C	1
PF00699	Urease beta subunit		Urease_beta	10
PF00707	Translation initiation factor IF-3, C-terminal domain		IF3_C	21
PF00709	Adenylosuccinate synthetase	CL0023	Adenylsucc_synt	101
PF00719	Inorganic pyrophosphatase		Pyrophosphatase	1
PF00724	NADH:flavin oxidoreductase / NADH oxidase family	CL0036	Oxidored_FMN	20
PF00731	AIR carboxylase	CL0224	AIRC	13
PF00742	Homoserine dehydrogenase	CL0139	Homoserine_dh	1
PF00749	tRNA synthetases class I (E and Q), catalytic domain	CL0039	tRNA-synt_1c	37
PF00750	tRNA synthetases class I (R)	CL0039	tRNA-synt_1d	6
PF00763	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	CL0603	THF_DHG_CYH	1
PF00764	Arginosuccinate synthase N-terminal HUP domain	CL0039	Arginosuc_synth	3
PF00766	Electron transfer flavoprotein FAD-binding domain	CL0063	ETF_alpha	2
PF00772	DnaB-like helicase N terminal domain		DnaB	1
PF00773	RNB domain		RNB	61
PF00781	Diacylglycerol kinase catalytic domain	CL0240	DAGK_cat	8
PF00793	DAHP synthetase I family	CL0036	DAHP_synth_1	11
PF00814	tRNA N6-adenosine threonylcarbamoyltransferase	CL0108	TsaD	15
PF00815	Histidinol dehydrogenase	CL0099	Histidinol_dh	14
PF00829	Ribosomal prokaryotic L21 protein		Ribosomal_L21p	6
PF00830	Ribosomal L28 family		Ribosomal_L28	8
PF00831	Ribosomal L29 protein	CL0346	Ribosomal_L29	24
PF00834	Ribulose-phosphate 3 epimerase family	CL0036	Ribul_P_3_epim	13
PF00842	Alanine racemase, C-terminal domain	CL0105	Ala_racemase_C	7
PF00854	POT family	CL0015	PTR2	4
PF00857	Isochorismatase family		Isochorismatase	9
PF00861	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast	CL0267	Ribosomal_L18p	21
PF00871	Acetokinase family	CL0108	Acetate_kinase	53
PF00873	AcrB/AcrD/AcrF family	CL0322	ACR_tran	16
PF00883	Cytosol aminopeptidase family, catalytic domain	CL0105	Peptidase_M17	5
PF00885	6,7-dimethyl-8-ribityllumazine synthase		DMRL_synthase	3
PF00886	Ribosomal protein S16		Ribosomal_S16	25
PF00889	Elongation factor TS		EF_TS	14
PF00908	dTDP-4-dehydrorhamnose 3,5-epimerase	CL0029	dTDP_sugar_isom	44
PF00912	Transglycosylase	CL0037	Transgly	26
PF00920	Dehydratase family		ILVD_EDD	6
PF00926	3,4-dihydroxy-2-butanone 4-phosphate synthase		DHBP_synthase	6
PF00950	ABC 3 transport family	CL0142	ABC-3	12
PF00953	Glycosyl transferase family 4		Glycos_transf_4	1
PF00958	GMP synthase C terminal domain		GMP_synt_C	21
PF00984	UDP-glucose/GDP-mannose dehydrogenase family, central domain	CL0106	UDPG_MGDP_dh	3
PF00986	DNA gyrase B subunit, carboxyl terminus		DNA_gyraseB_C	39
PF00988	Carbamoyl-phosphate synthase small chain, CPSase domain	CL0364	CPSase_sm_chain	18
PF01016	Ribosomal L27 protein		Ribosomal_L27	15
PF01018	GTP1/OBG		GTP1_OBG	21
PF01025	GrpE		GrpE	2
PF01026	TatD related DNase	CL0036	TatD_DNase	32
PF01029	NusB family	CL0633	NusB	20
PF01032	FecCD transport family	CL0142	FecCD	1
PF01035	6-O-methylguanine DNA methyltransferase, DNA binding domain	CL0123	DNA_binding_1	12
PF01043	SecA preprotein cross-linking domain		SecA_PP_bind	24
PF01050	Mannose-6-phosphate isomerase	CL0029	MannoseP_isomer	4
PF01066	CDP-alcohol phosphatidyltransferase		CDP-OH_P_transf	16
PF01071	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	CL0179	GARS_A	10
PF01078	Magnesium chelatase, subunit ChlI	CL0023	Mg_chelatase	8
PF01081	KDPG and KHG aldolase	CL0036	Aldolase	1
PF01084	Ribosomal protein S18	CL0123	Ribosomal_S18	13
PF01098	Cell cycle protein	CL0142	FTSW_RODA_SPOVE	5
PF01116	Fructose-bisphosphate aldolase class-II	CL0036	F_bP_aldolase	18
PF01119	DNA mismatch repair protein, C-terminal domain	CL0329	DNA_mis_repair	12
PF01121	Dephospho-CoA kinase	CL0023	CoaE	1
PF01131	DNA topoisomerase		Topoisom_bac	25
PF01132	Elongation factor P (EF-P) OB domain	CL0021	EFP	2
PF01134	Glucose inhibited division protein A	CL0063	GIDA	124
PF01136	Peptidase family U32		Peptidase_U32	48
PF01148	Cytidylyltransferase family	CL0234	CTP_transf_1	38
PF01156	Inosine-uridine preferring nucleoside hydrolase	CL0727	IU_nuc_hydro	14
PF01165	Ribosomal protein S21		Ribosomal_S21	3
PF01168	Alanine racemase, N-terminal domain	CL0036	Ala_racemase_N	6
PF01170	Putative RNA methylase family UPF0020	CL0063	UPF0020	4
PF01171	PP-loop family	CL0039	ATP_bind_3	8
PF01176	Translation initiation factor 1A / IF-1	CL0021	eIF-1a	25
PF01180	Dihydroorotate dehydrogenase	CL0036	DHO_dh	17
PF01189	16S rRNA methyltransferase RsmB/F	CL0063	Methyltr_RsmB-F	1
PF01192	RNA polymerase Rpb6 		RNA_pol_Rpb6	1
PF01195	Peptidyl-tRNA hydrolase	CL0408	Pept_tRNA_hydro	22
PF01196	Ribosomal protein L17		Ribosomal_L17	15
PF01197	Ribosomal protein L31	CL0758	Ribosomal_L31	4
PF01205	Uncharacterized protein family UPF0029	CL0329	UPF0029	11
PF01207	Dihydrouridine synthase (Dus)	CL0036	Dus	14
PF01208	Uroporphyrinogen decarboxylase (URO-D)	CL0036	URO-D	2
PF01209	ubiE/COQ5 methyltransferase family	CL0063	Ubie_methyltran	1
PF01210	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus	CL0063	NAD_Gly3P_dh_N	1
PF01220	Dehydroquinase class II		DHquinase_II	3
PF01226	Formate/nitrite transporter	CL0716	Form_Nir_trans	9
PF01227	GTP cyclohydrolase I	CL0334	GTP_cyclohydroI	4
PF01228	Glycine radical	CL0339	Gly_radical	12
PF01244	Membrane dipeptidase (Peptidase family M19)	CL0036	Peptidase_M19	1
PF01245	Ribosomal protein L19	CL0010	Ribosomal_L19	24
PF01252	Signal peptidase (SPase) II		Peptidase_A8	7
PF01255	Putative undecaprenyl diphosphate synthase		Prenyltransf	33
PF01259	SAICAR synthetase		SAICAR_synt	12
PF01263	Aldose 1-epimerase	CL0103	Aldose_epim	2
PF01264	Chorismate synthase		Chorismate_synt	17
PF01268	Formate--tetrahydrofolate ligase	CL0023	FTHFS	153
PF01272	Transcription elongation factor, GreA/GreB, C-term	CL0487	GreA_GreB	11
PF01281	Ribosomal protein L9, N-terminal domain		Ribosomal_L9_N	24
PF01297	Zinc-uptake complex component A periplasmic	CL0043	ZnuA	6
PF01300	Telomere recombination		Sua5_yciO_yrdC	4
PF01301	Glycosyl hydrolases family 35	CL0036	Glyco_hydro_35	61
PF01313	Bacterial export proteins, family 3		Bac_export_3	1
PF01316	Arginine repressor, DNA binding domain	CL0123	Arg_repressor	4
PF01327	Polypeptide deformylase		Pep_deformylase	4
PF01339	CheB methylesterase		CheB_methylest	1
PF01351	Ribonuclease HII	CL0219	RNase_HII	16
PF01367	5'-3' exonuclease, C-terminal SAM fold	CL0464	5_3_exonuc	19
PF01406	tRNA synthetases class I (C) catalytic domain	CL0039	tRNA-synt_1e	54
PF01409	tRNA synthetases class II core domain (F)	CL0040	tRNA-synt_2d	46
PF01411	tRNA synthetases class II (A)	CL0040	tRNA-synt_2c	40
PF01424	R3H domain		R3H	2
PF01425	Amidase		Amidase	62
PF01430	Hsp33 protein		HSP33	9
PF01431	Peptidase family M13	CL0126	Peptidase_M13	2
PF01432	Peptidase family M3	CL0126	Peptidase_M3	2
PF01434	Peptidase family M41	CL0126	Peptidase_M41	24
PF01450	Acetohydroxy acid isomeroreductase, catalytic domain	CL0106	IlvC	3
PF01458	SUF system FeS cluster assembly, SufBD		SUFBD	23
PF01470	Pyroglutamyl peptidase	CL0379	Peptidase_C15	64
PF01474	Class-II DAHP synthetase family	CL0036	DAHP_synth_2	5
PF01476	LysM domain	CL0187	LysM	20
PF01479	S4 domain	CL0492	S4	9
PF01487	Type I 3-dehydroquinase	CL0036	DHquinase_I	11
PF01493	GXGXG motif		GXGXG	2
PF01509	TruB family pseudouridylate synthase (N terminal domain)	CL0649	TruB_N	5
PF01515	Phosphate acetyl/butaryl transferase	CL0270	PTA_PTB	13
PF01556	DnaJ C terminal domain		DnaJ_C	2
PF01566	Natural resistance-associated macrophage protein-like	CL0062	Nramp	4
PF01580	FtsK/SpoIIIE family	CL0023	FtsK_SpoIIIE	36
PF01583	Adenylylsulphate kinase	CL0023	APS_kinase	6
PF01619	Proline dehydrogenase	CL0036	Pro_dh	2
PF01624	MutS domain I		MutS_I	12
PF01625	Peptide methionine sulfoxide reductase		PMSR	34
PF01634	ATP phosphoribosyltransferase	CL0177	HisG	2
PF01641	SelR domain	CL0080	SelR	47
PF01643	Acyl-ACP thioesterase N-terminal domain	CL0050	Acyl-ACP_TE	2
PF01645	Conserved region in glutamate synthase	CL0036	Glu_synthase	5
PF01653	NAD-dependent DNA ligase adenylation domain	CL0179	DNA_ligase_aden	39
PF01654	Cytochrome bd terminal oxidase subunit I		Cyt_bd_oxida_I	3
PF01668	SmpB protein		SmpB	48
PF01676	Metalloenzyme superfamily	CL0088	Metalloenzyme	17
PF01694	Rhomboid family	CL0207	Rhomboid	5
PF01702	Queuine tRNA-ribosyltransferase	CL0036	TGT	41
PF01709	TACO1/YebC second and third domain		Transcrip_reg	34
PF01715	IPP transferase	CL0023	IPPT	26
PF01717	Cobalamin-independent synthase, Catalytic domain	CL0036	Meth_synt_2	19
PF01722	BolA-like protein		BolA	2
PF01725	Ham1 family	CL0269	Ham1p_like	16
PF01726	LexA DNA binding domain	CL0123	LexA_DNA_bind	11
PF01729	Quinolinate phosphoribosyl transferase, C-terminal domain	CL0036	QRPTase_C	19
PF01739	CheR methyltransferase, SAM binding domain	CL0063	CheR	3
PF01741	Large-conductance mechanosensitive channel, MscL	CL0167	MscL	2
PF01746	tRNA (Guanine-1)-methyltransferase	CL0098	tRNA_m1G_MT	4
PF01761	3-dehydroquinate synthase	CL0224	DHQ_synthase	51
PF01765	Ribosome recycling factor		RRF	38
PF01783	Ribosomal L32p protein family	CL0167	Ribosomal_L32p	10
PF01784	Duf34/NIF3 (NGG1p interacting factor 3)		DUF34_NIF3	1
PF01790	Prolipoprotein diacylglyceryl transferase		LGT	1
PF01795	MraW methylase family	CL0063	Methyltransf_5	22
PF01807	CHC2 zinc finger	CL0167	zf-CHC2	7
PF01808	AICARFT/IMPCHase bienzyme	CL0109	AICARFT_IMPCHas	57
PF01809	Putative membrane protein insertion efficiency factor		YidD	15
PF01855	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg	CL0254	POR_N	17
PF01863	YgjP-like, metallopeptidase domain	CL0126	YgjP-like	4
PF01867	CRISPR associated protein Cas1		Cas_Cas1	46
PF01874	ATP:dephospho-CoA triphosphoribosyl transferase 		CitG	1
PF01878	EVE domain	CL0178	EVE	2
PF01926	50S ribosome-binding GTPase	CL0023	MMR_HSR1	3
PF01933	2-phospho-L-lactate transferase CofD		CofD	33
PF01960	ArgJ family	CL0635	ArgJ	3
PF01985	CRS1 / YhbY (CRM) domain		CRS1_YhbY	8
PF02091	Glycyl-tRNA synthetase alpha subunit	CL0040	tRNA-synt_2e	60
PF02092	Glycyl-tRNA synthetase beta subunit		tRNA_synt_2f	57
PF02096	60Kd inner membrane protein	CL0376	60KD_IMP	1
PF02110	Hydroxyethylthiazole kinase family	CL0118	HK	13
PF02119	Flagellar P-ring protein		FlgI	4
PF02130	Endoribonuclease YbeY	CL0126	YbeY	21
PF02163	Peptidase family M50	CL0126	Peptidase_M50	5
PF02195	ParB/Sulfiredoxin domain	CL0248	ParBc	7
PF02219	Methylenetetrahydrofolate reductase	CL0036	MTHFR	1
PF02222	ATP-grasp domain	CL0179	ATP-grasp	9
PF02223	Thymidylate kinase	CL0023	Thymidylate_kin	3
PF02224	Cytidylate kinase	CL0023	Cytidylate_kin	26
PF02255	PTS system, Lactose/Cellobiose specific IIA subunit		PTS_IIA	5
PF02274	Arginine deiminase	CL0197	ADI	30
PF02293	AmiS/UreI family transporter		AmiS_UreI	1
PF02350	UDP-N-acetylglucosamine 2-epimerase	CL0113	Epimerase_2	45
PF02353	Mycolic acid cyclopropane synthetase	CL0063	CMAS	17
PF02367	Threonylcarbamoyl adenosine biosynthesis protein TsaE	CL0023	TsaE	4
PF02381	MraZ protein, putative antitoxin-like	CL0132	MraZ	9
PF02384	N-6 DNA Methylase	CL0063	N6_Mtase	1
PF02388	FemAB family	CL0257	FemAB	53
PF02390	Putative methyltransferase 	CL0063	Methyltransf_4	1
PF02397	Bacterial sugar transferase		Bac_transf	31
PF02401	LytB protein		LYTB	1
PF02405	Permease MlaE		MlaE	2
PF02410	Ribosomal silencing factor during starvation 	CL0260	RsfS	4
PF02421	Ferrous iron transport protein B	CL0023	FeoB_N	32
PF02445	Quinolinate synthetase A protein		NadA	29
PF02449	Beta-galactosidase	CL0036	Glyco_hydro_42	58
PF02457	DisA bacterial checkpoint controller nucleotide-binding		DAC	7
PF02463	RecF/RecN/SMC N terminal domain	CL0023	SMC_N	30
PF02481	DNA recombination-mediator protein A	CL0349	DNA_processg_A	11
PF02491	SHS2 domain inserted in FTSA	CL0319	SHS2_FTSA	2
PF02502	Ribose/Galactose Isomerase		LacAB_rpiB	6
PF02504	Fatty acid synthesis protein	CL0270	FA_synthesis	1
PF02527	rRNA small subunit methyltransferase G	CL0063	GidB	13
PF02540	NAD synthase	CL0039	NAD_synthase	4
PF02542	YgbB family		YgbB	1
PF02547	Queuosine biosynthesis protein		Queuosine_synth	30
PF02548	Ketopantoate hydroxymethyltransferase	CL0036	Pantoate_transf	8
PF02556	Preprotein translocase subunit SecB		SecB	3
PF02559	CarD-like/TRCF RID domain	CL0010	CarD_TRCF_RID	8
PF02562	PhoH-like protein	CL0023	PhoH	46
PF02568	Thiamine biosynthesis protein (ThiI)	CL0039	ThiI	1
PF02569	Pantoate-beta-alanine ligase	CL0039	Pantoate_ligase	7
PF02576	RimP N-terminal domain		RimP_N	2
PF02580	D-Tyr-tRNA(Tyr) deacylase		Tyr_Deacylase	9
PF02581	Thiamine monophosphate synthase	CL0036	TMP-TENI	4
PF02590	Predicted SPOUT methyltransferase	CL0098	SPOUT_MTase	11
PF02595	Glycerate kinase family		Gly_kinase	19
PF02601	Exonuclease VII, large subunit		Exonuc_VII_L	39
PF02603	HPr Serine kinase N terminus	CL0365	Hpr_kinase_N	3
PF02609	Exonuclease VII small subunit		Exonuc_VII_S	5
PF02610	L-arabinose isomerase		Arabinose_Isome	113
PF02614	Glucuronate isomerase	CL0036	UxaC	74
PF02617	ATP-dependent Clp protease adaptor protein ClpS		ClpS	4
PF02618	YceG-like family		YceG	2
PF02632	BioY family	CL0315	BioY	4
PF02637	GatB domain	CL0279	GatB_Yqey	14
PF02643	Uncharacterized ACR, COG1430		DUF192	8
PF02650	WhiA C-terminal HTH domain	CL0123	HTH_WhiA	10
PF02657	Fe-S metabolism associated domain	CL0233	SufE	3
PF02660	Glycerol-3-phosphate acyltransferase		G3P_acyltransf	11
PF02664	S-Ribosylhomocysteinase (LuxS)	CL0094	LuxS	10
PF02673	Bacitracin resistance protein BacA	CL0292	BacA	2
PF02677	Epoxyqueuosine reductase QueH	CL0039	QueH	7
PF02696	Protein adenylyltransferase SelO		SelO	1
PF02699	Preprotein translocase subunit		YajC	2
PF02700	Phosphoribosylformylglycinamidine (FGAM) synthase		PurS	6
PF02705	K+ potassium transporter	CL0062	K_trans	6
PF02719	Polysaccharide biosynthesis protein	CL0063	Polysacc_synt_2	102
PF02739	5'-3' exonuclease, N-terminal resolvase-like domain	CL0280	5_3_exonuc_N	14
PF02742	Iron dependent repressor, metal binding and dimerisation domain	CL0123	Fe_dep_repr_C	4
PF02772	S-adenosylmethionine synthetase, central domain		S-AdoMet_synt_M	26
PF02773	S-adenosylmethionine synthetase, C-terminal domain		S-AdoMet_synt_C	65
PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	CL0254	TPP_enzyme_N	5
PF02777	Iron/manganese superoxide dismutases, C-terminal domain		Sod_Fe_C	31
PF02779	Transketolase, pyrimidine binding domain	CL0254	Transket_pyr	4
PF02780	Transketolase, C-terminal domain	CL0591	Transketolase_C	16
PF02781	Glucose-6-phosphate dehydrogenase, C-terminal domain	CL0139	G6PD_C	30
PF02785	Biotin carboxylase C-terminal domain	CL0105	Biotin_carb_C	5
PF02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	CL0179	CPSase_L_D2	19
PF02800	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain	CL0139	Gp_dh_C	42
PF02801	Beta-ketoacyl synthase, C-terminal domain	CL0046	Ketoacyl-synt_C	5
PF02803	Thiolase, C-terminal domain	CL0046	Thiolase_C	26
PF02824	TGS domain	CL0072	TGS	11
PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	CL0063	2-Hacid_dh_C	4
PF02829	3H domain		3H	12
PF02863	Arginine repressor, C-terminal domain	CL0738	Arg_repressor_C	1
