GCA_000270185___contig_1	0	500	GC.w500	0.326000
GCA_000270185___contig_1	500	1000	GC.w500	0.328000
GCA_000270185___contig_1	1000	1500	GC.w500	0.320000
GCA_000270185___contig_1	1500	2000	GC.w500	0.296000
GCA_000270185___contig_1	2000	2500	GC.w500	0.310000
GCA_000270185___contig_1	2500	3000	GC.w500	0.244000
GCA_000270185___contig_1	3000	3500	GC.w500	0.300000
GCA_000270185___contig_1	3500	4000	GC.w500	0.308000
GCA_000270185___contig_1	4000	4500	GC.w500	0.320000
GCA_000270185___contig_1	4500	5000	GC.w500	0.364000
GCA_000270185___contig_1	5000	5500	GC.w500	0.330000
GCA_000270185___contig_1	5500	6000	GC.w500	0.356000
GCA_000270185___contig_1	6000	6500	GC.w500	0.356000
GCA_000270185___contig_1	6500	7000	GC.w500	0.394000
GCA_000270185___contig_1	7000	7500	GC.w500	0.360000
GCA_000270185___contig_1	7500	8000	GC.w500	0.346000
GCA_000270185___contig_1	8000	8500	GC.w500	0.372000
GCA_000270185___contig_1	8500	9000	GC.w500	0.306000
GCA_000270185___contig_1	9000	9500	GC.w500	0.190000
GCA_000270185___contig_1	9500	10000	GC.w500	0.306000
GCA_000270185___contig_1	10000	10500	GC.w500	0.352000
GCA_000270185___contig_1	10500	11000	GC.w500	0.268000
GCA_000270185___contig_1	11000	11500	GC.w500	0.220000
GCA_000270185___contig_1	11500	12000	GC.w500	0.286000
GCA_000270185___contig_1	12000	12500	GC.w500	0.344000
GCA_000270185___contig_1	12500	13000	GC.w500	0.346000
GCA_000270185___contig_1	13000	13500	GC.w500	0.294000
GCA_000270185___contig_1	13500	14000	GC.w500	0.136000
GCA_000270185___contig_1	14000	14500	GC.w500	0.290000
GCA_000270185___contig_1	14500	15000	GC.w500	0.332000
GCA_000270185___contig_1	15000	15500	GC.w500	0.346000
GCA_000270185___contig_1	15500	16000	GC.w500	0.190000
GCA_000270185___contig_1	16000	16500	GC.w500	0.318000
GCA_000270185___contig_1	16500	17000	GC.w500	0.364000
GCA_000270185___contig_1	17000	17500	GC.w500	0.280000
GCA_000270185___contig_1	17500	18000	GC.w500	0.350000
GCA_000270185___contig_1	18000	18500	GC.w500	0.302000
GCA_000270185___contig_1	18500	19000	GC.w500	0.340000
GCA_000270185___contig_1	19000	19500	GC.w500	0.192000
GCA_000270185___contig_1	19500	20000	GC.w500	0.248000
GCA_000270185___contig_1	20000	20500	GC.w500	0.344000
GCA_000270185___contig_1	20500	21000	GC.w500	0.326000
GCA_000270185___contig_1	21000	21500	GC.w500	0.282000
GCA_000270185___contig_1	21500	22000	GC.w500	0.316000
GCA_000270185___contig_1	22000	22500	GC.w500	0.314000
GCA_000270185___contig_1	22500	23000	GC.w500	0.256000
GCA_000270185___contig_1	23000	23500	GC.w500	0.294000
GCA_000270185___contig_1	23500	24000	GC.w500	0.382000
GCA_000270185___contig_1	24000	24500	GC.w500	0.348000
GCA_000270185___contig_1	24500	25000	GC.w500	0.368000
GCA_000270185___contig_1	25000	25500	GC.w500	0.388000
GCA_000270185___contig_1	25500	26000	GC.w500	0.404000
GCA_000270185___contig_1	26000	26500	GC.w500	0.316000
GCA_000270185___contig_1	26500	27000	GC.w500	0.284000
GCA_000270185___contig_1	27000	27500	GC.w500	0.288000
GCA_000270185___contig_1	27500	28000	GC.w500	0.230000
GCA_000270185___contig_1	28000	28500	GC.w500	0.298000
GCA_000270185___contig_1	28500	29000	GC.w500	0.314000
GCA_000270185___contig_1	29000	29500	GC.w500	0.320000
GCA_000270185___contig_1	29500	30000	GC.w500	0.294000
GCA_000270185___contig_1	30000	30500	GC.w500	0.334000
GCA_000270185___contig_1	30500	31000	GC.w500	0.350000
GCA_000270185___contig_1	31000	31500	GC.w500	0.358000
GCA_000270185___contig_1	31500	32000	GC.w500	0.360000
GCA_000270185___contig_1	32000	32500	GC.w500	0.302000
GCA_000270185___contig_1	32500	33000	GC.w500	0.328000
GCA_000270185___contig_1	33000	33500	GC.w500	0.198000
GCA_000270185___contig_1	33500	34000	GC.w500	0.290000
GCA_000270185___contig_1	34000	34500	GC.w500	0.358000
GCA_000270185___contig_1	34500	35000	GC.w500	0.362000
GCA_000270185___contig_1	35000	35500	GC.w500	0.336000
GCA_000270185___contig_1	35500	36000	GC.w500	0.300000
GCA_000270185___contig_1	36000	36500	GC.w500	0.272000
GCA_000270185___contig_1	36500	37000	GC.w500	0.270000
GCA_000270185___contig_1	37000	37500	GC.w500	0.320000
GCA_000270185___contig_1	37500	38000	GC.w500	0.304000
GCA_000270185___contig_1	38000	38500	GC.w500	0.278000
GCA_000270185___contig_1	38500	39000	GC.w500	0.296000
GCA_000270185___contig_1	39000	39500	GC.w500	0.238000
GCA_000270185___contig_1	39500	40000	GC.w500	0.214000
GCA_000270185___contig_1	40000	40500	GC.w500	0.252000
GCA_000270185___contig_1	40500	41000	GC.w500	0.294000
GCA_000270185___contig_1	41000	41500	GC.w500	0.392000
GCA_000270185___contig_1	41500	42000	GC.w500	0.386000
GCA_000270185___contig_1	42000	42500	GC.w500	0.288000
GCA_000270185___contig_1	42500	43000	GC.w500	0.264000
GCA_000270185___contig_1	43000	43500	GC.w500	0.312000
GCA_000270185___contig_1	43500	44000	GC.w500	0.288000
GCA_000270185___contig_1	44000	44500	GC.w500	0.312000
GCA_000270185___contig_1	44500	45000	GC.w500	0.352000
GCA_000270185___contig_1	45000	45500	GC.w500	0.344000
GCA_000270185___contig_1	45500	46000	GC.w500	0.278000
GCA_000270185___contig_1	46000	46500	GC.w500	0.298000
GCA_000270185___contig_1	46500	47000	GC.w500	0.380000
GCA_000270185___contig_1	47000	47500	GC.w500	0.308000
GCA_000270185___contig_1	47500	48000	GC.w500	0.340000
GCA_000270185___contig_1	48000	48500	GC.w500	0.346000
GCA_000270185___contig_1	48500	49000	GC.w500	0.354000
GCA_000270185___contig_1	49000	49500	GC.w500	0.306000
GCA_000270185___contig_1	49500	50000	GC.w500	0.320000
GCA_000270185___contig_1	50000	50500	GC.w500	0.284000
GCA_000270185___contig_1	50500	51000	GC.w500	0.300000
GCA_000270185___contig_1	51000	51500	GC.w500	0.326000
GCA_000270185___contig_1	51500	52000	GC.w500	0.286000
GCA_000270185___contig_1	52000	52500	GC.w500	0.386000
GCA_000270185___contig_1	52500	53000	GC.w500	0.342000
GCA_000270185___contig_1	53000	53500	GC.w500	0.266000
GCA_000270185___contig_1	53500	54000	GC.w500	0.364000
GCA_000270185___contig_1	54000	54500	GC.w500	0.316000
GCA_000270185___contig_1	54500	55000	GC.w500	0.354000
GCA_000270185___contig_1	55000	55500	GC.w500	0.230000
GCA_000270185___contig_1	55500	56000	GC.w500	0.222000
GCA_000270185___contig_1	56000	56500	GC.w500	0.284000
GCA_000270185___contig_1	56500	57000	GC.w500	0.264000
GCA_000270185___contig_1	57000	57500	GC.w500	0.344000
GCA_000270185___contig_1	57500	58000	GC.w500	0.284000
GCA_000270185___contig_1	58000	58500	GC.w500	0.362000
GCA_000270185___contig_1	58500	59000	GC.w500	0.294000
GCA_000270185___contig_1	59000	59500	GC.w500	0.308000
GCA_000270185___contig_1	59500	60000	GC.w500	0.334000
GCA_000270185___contig_1	60000	60500	GC.w500	0.286000
GCA_000270185___contig_1	60500	61000	GC.w500	0.272000
GCA_000270185___contig_1	61000	61500	GC.w500	0.312000
GCA_000270185___contig_1	61500	62000	GC.w500	0.240000
GCA_000270185___contig_1	62000	62500	GC.w500	0.294000
