module_accession	completeness	pathway_name	pathway_class	matching_ko	missing_ko
M00957	32.0	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	Pathway modules; Amino acid metabolism; Lysine metabolism	K00135,K00626,K01782	K00252,K00468,K01041,K01506,K14268
M00939	30.0	Pyrimidine degradation, uracil => 3-hydroxypropanoate	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K09019,K09024	K09018,K09020,K09021,K09023
M00014	28.57	Glucuronate pathway (uronate pathway)	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00012,K00854	K00002,K03331,K05351,K12447,K13247,K16190
M00914	28.57	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00606,K13038	K00077,K02201,K06982,K09722,K09735
M00079	25.0	Keratan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K12373	K01132,K01137,K12309
M00089	25.0	Triacylglycerol biosynthesis	Pathway modules; Lipid metabolism; Lipid metabolism	K00655	K00629,K01080,K11155
M00094	25.0	Ceramide biosynthesis	Pathway modules; Lipid metabolism; Lipid metabolism	K00654	K04708,K04709,K04712
M00131	25.0	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01092	K01106,K01107,K01109
M00136	25.0	GABA biosynthesis, prokaryotes, putrescine => GABA	Pathway modules; Amino acid metabolism; Polyamine biosynthesis	K09471	K09470,K09472,K09473
M00150	25.0	Fumarate reductase, prokaryotes	Pathway modules; Energy metabolism; ATP synthesis	K00244	K00245,K00246,K00247
M00170	25.0	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	Pathway modules; Energy metabolism; Carbon fixation	K01595	K01610,K14454,K14455
M00344	25.0	Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules; Energy metabolism; Methane metabolism	K01624	K00863,K03841,K17100
M00651	25.0	Vancomycin resistance, D-Ala-D-Lac type	Signature modules; Gene set; Drug resistance	K18345	K07260,K18344,K18346
M00873	25.0	Fatty acid biosynthesis in mitochondria, animals	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00645,K09458	K03955,K07512,K11539,K13370,K18660,K22540
M00888	25.0	Galactofuranan biosynthesis, decaprenyl phosphate + UDP-GlcNAc (+ dTDP-Rha/UDP-Galf) => GL-5	Pathway modules; Glycan metabolism; Other polysaccharide metabolism	K02851	K16649,K16650,K16870
M00923	25.0	UDP-L-FucNAm biosynthesis	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K19068	K15894,K24258,K24259
M00925	24.24	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K02303,K05936,K09882,K09883	K00595,K02224,K02228,K02229,K02230,K03394,K05895,K05934,K06042
M00088	22.22	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	Pathway modules; Lipid metabolism; Lipid metabolism	K00626,K01641	K00019,K01574,K01640
M00099	20.0	Sphingosine biosynthesis	Pathway modules; Lipid metabolism; Lipid metabolism	K00654	K01441,K04708,K04709,K04712
M00152	20.0	Cytochrome bc1 complex	Pathway modules; Energy metabolism; ATP synthesis	K00411,K00412	K00413,K00414,K00415,K00416,K00417,K00418,K00419,K00420
M00357	20.0	Methanogenesis, acetate => methane	Pathway modules; Energy metabolism; Methane metabolism	K00625,K00925	K00193,K00194,K00197,K00399,K00401,K00402,K00577,K00578,K00579,K00580,K00581,K00584,K22480,K22481,K22482
M00569	20.0	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation	K07104	K01617,K01821,K10217,K18364,K18365,K18366
M00575	20.0	Pertussis pathogenicity signature, T1SS	Signature modules; Gene set; Pathogenicity	K12340	K07389,K11003,K11004,K22944
M00953	20.0	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	K00789	K05953,K14271,K18054,K22374
M00373	19.44	Ethylmalonyl pathway	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00023,K00626,K01965	K01847,K01966,K05606,K08691,K14446,K14447,K14448,K14449,K14451,K17865
M00982	19.05	Methylcitrate cycle	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00244,K01679	K00024,K00245,K00246,K01659,K01682,K01720,K03417
M00924	18.18	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K02302,K05936	K00595,K02188,K02189,K02190,K02224,K03394,K05895,K05934,K06042
M00122	16.67	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K02226	K00768,K00798,K02225,K02231,K02232,K02233
M00530	16.67	Dissimilatory nitrate reduction, nitrate => ammonia	Pathway modules; Energy metabolism; Nitrogen metabolism	K00371	K00362,K00363,K00370,K00374
M00643	16.67	Multidrug resistance, efflux pump MexXY-OprM	Signature modules; Gene set; Drug resistance	K18139	K18094,K18095,K18129
M00696	16.67	Multidrug resistance, efflux pump AcrEF-TolC	Signature modules; Gene set; Drug resistance	K12340	K18140,K18141,K18142
M00697	16.67	Multidrug resistance, efflux pump MdtEF-TolC	Signature modules; Gene set; Drug resistance	K12340	K07690,K18898,K18899
M00741	16.67	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01965	K01847,K01966,K05606
M00804	16.67	Complete nitrification, comammox, ammonia => nitrite => nitrate	Pathway modules; Energy metabolism; Nitrogen metabolism	K00371	K00370,K10535,K10944,K10945,K10946
M00850	16.67	Vibrio cholerae pathogenicity signature, cholera toxins	Signature modules; Gene set; Pathogenicity	K10953	K10928,K10929,K10948,K10952,K10954,K11018
M00374	15.38	Dicarboxylate-hydroxybutyrate cycle	Pathway modules; Energy metabolism; Carbon fixation	K00626,K01595	K00024,K00169,K00170,K00171,K00172,K00239,K00240,K01007,K01677,K01678,K01902,K01903,K14465,K14467,K14534,K15016,K15038
M00171	14.29	C4-dicarboxylic acid cycle, NAD - malic enzyme type	Pathway modules; Energy metabolism; Carbon fixation	K01595	K00025,K00028,K00814,K01006,K14454,K14455
M00956	14.29	Lysine degradation, bacteria, L-lysine => succinate	Pathway modules; Amino acid metabolism; Lysine metabolism	K00135	K00137,K01582,K07250,K09251,K15736,K15737
M00158	13.33	F-type ATPase, eukaryotes	Pathway modules; Energy metabolism; ATP synthesis	K02132,K02133	K02125,K02126,K02127,K02128,K02129,K02130,K02134,K02135,K02136,K02137,K02138,K02140,K02141
M00114	12.5	Ascorbate biosynthesis, plants, fructose-6P => ascorbate	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01809	K00225,K00966,K10046,K10047,K14190,K17497,K17744
M00032	11.11	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Pathway modules; Amino acid metabolism; Lysine metabolism	K00382,K00658	K00252,K00825,K07514,K14085,K14157,K15791
M00116	11.11	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03183	K01661,K01911,K02548,K02549,K02551,K02552,K08680,K19222
M00376	11.11	3-Hydroxypropionate bi-cycle	Pathway modules; Energy metabolism; Carbon fixation	K01679,K01961,K01962,K01963,K02160	K00239,K00240,K00241,K01847,K05606,K08691,K09709,K14449,K14468,K14469,K14470,K14471,K14472,K15052
M00898	11.11	Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00949	K00877,K03146,K14154,K18278
M00031	10.0	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K05830	K05826,K05827,K05828,K05829,K05831
M00039	10.0	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	K00588	K00083,K00487,K01904,K09753,K09754,K09755,K10775,K13065,K13066
M00763	10.0	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K05830	K05826,K05828,K05829,K05831,K19412
M00740	9.09	Methylaspartate cycle	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01647	K00024,K00031,K00261,K01846,K04835,K14449,K19268,K19280,K19281,K19282,K27802
M00529	8.33	Denitrification, nitrate => nitrogen	Pathway modules; Energy metabolism; Nitrogen metabolism	K00371	K00368,K00370,K00374,K00376,K02305,K04561
M00375	7.14	Hydroxypropionate-hydroxybutylate cycle	Pathway modules; Energy metabolism; Carbon fixation	K00626	K01848,K01849,K01964,K05606,K14465,K14466,K14534,K15016,K15017,K15018,K15019,K15020,K15036,K15037,K15038,K15039
M00620	7.14	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Pathway modules; Energy metabolism; Carbon fixation	K01959	K00024,K00169,K00170,K00171,K00172,K00174,K00175,K00176,K00177,K01677,K01678,K01902,K01903,K01960,K18209,K18210
M00154	6.67	Cytochrome c oxidase	Pathway modules; Energy metabolism; ATP synthesis	K02257	K02256,K02258,K02259,K02260,K02261,K02262,K02263,K02264,K02265,K02266,K02267,K02268,K02270,K02272
M00564	4.35	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	Signature modules; Gene set; Pathogenicity	K12088	K03196,K12086,K12089,K12090,K12091,K12093,K12094,K12095,K12096,K12097,K12098,K12101,K12102,K12103,K12104,K12105,K12106,K12107,K12108,K12109,K12110,K15842
M00848	3.12	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	K02078	K09460,K14245,K14246,K21271,K21272,K22798,K22799,K22800,K22801,K22802
M00144	3.03	NADH	Pathway modules; Energy metabolism; ATP synthesis	K00333	K00330,K00331,K00332,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343
M00878	2.86	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation	K02612	K00074,K01692,K01912,K02609,K02610,K02611,K02613,K02615,K02618,K15866
